Date of Launch,"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments
2021-01-24,Lemur-2 Mango1 (Lemur 2F137),Lemur 2F137,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,524.0,535.0,0.000797,97.5,95.2,10.0,,,2021-01-24,,Spire Global,USA,Cape Canaveral,Falcon 9,2021-006CJ,47493.0,Lemur surveillance of satellites or LEO.
2021-01-24,Dove 4s-35 (0 Flock 4s-35 242A),Dove 4s-35 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,526.0,535.0,0.000652,97.5,95.2,4.0,,,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BN ,47473.0,
2021-01-24,Lemur-2 NallyWacker (Lemur 2F132),Lemur 2F132,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,522.0,535.0,0.000942,97.5,95.2,10.0,,,2021-01-24,,Spire Global,USA,Cape Canaveral,Falcon 9,2021-006AW,47457.0,Lemur surveillance of satellites in LEO.
2021-01-24,Lemur-2 JenniferSong ,Lemur 2F131,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,522.0,535.0,0.000942,97.5,95.2,10.0,,,2021-01-24,,Spire Global,USA,Cape Canaveral,Falcon 9,2021-006DR,47525.0, surveillance of satellites or LEO.
2021-01-24,ASELSAT,ASELSAT,NR,Turkey,Istanbul Technical  University,Civil,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,522.0,536.0,0.00101,97.5,95.2,5.0,,,2021-01-24,,Istanbul Technical University,Turkey,Cape Canaveral,Falcon 9,2021-006AE,47441.0,Take images and transmit it to a ground station via X-band transmitter.
2021-01-24,ICEYE-X9 (ICEYE POC 9),ICEYE-X9,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,536.0,0.000942,97.5,95.2,80.0,,,2021-01-24,,ICEYE Ltd.,Finland,Cape Canaveral,Falcon 9,2021-006CX,47506.0,ICEYE surveillance of satellites r  LEO.
2021-01-24,Dove 4s-37 (0 Flock 4s-37 2429) ,Dove 4s-37 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,522.0,535.0,0.000942,97.5,95.2,4.0,,,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DN ,47522.0,
2021-01-24,Hawk-2A (HawkEye 360 2A),Hawk-2A,USA,USA,HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,526.0,535.0,0.000652,97.5,95.2,15.0,,,2021-01-24,,Unitas SFL/HawkEye 360,USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CW,47505.0,HawkEye surveillance of satellites in LEO.
2021-01-24,Hawk-2B (HawkEye 360 2B),Hawk-2B,USA,USA,HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,526.0,535.0,0.000652,97.5,95.2,15.0,,,2021-01-24,,Unitas SFL/HawkEye 360,USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CZ,47508.0,HawkEye surveillance of satellites in LEO.
2021-01-24,Hawk-2C (HawkEye 360 2C),Hawk-2C,USA,USA,HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,SUN-SYNCHRONOUS,0.0,525.0,535.0,0.000725,97.5,95.2,15.0,,,2021-01-24,,Unitas SFL/HawkEye 360,USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CT,47502.0,HawkEye surveillance of satellites in LEO.
2021-01-24,"ICEYE-X10 (ICEYE POC 10, XR1)",ICEYE-X10 ,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,534.0,0.00123,97.5,95.2,80.0,,,2021-01-24,,ICEYE Ltd.,Finland,Cape Canaveral,Falcon 9,2021-006CY,47507.0,ICEYE surveillance of satellites r  LEO.
2021-01-24,ICEYE-X8 (ICEYE POC 8),ICEYE-X8,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,515.0,534.0,0.00138,97.5,95.1,80.0,,,2021-01-24,,ICEYE Ltd.,Finland,Cape Canaveral,Falcon 9,2021-006DB,47510.0,ICEYE surveillance of satellites r  LEO.
2021-01-24,Lemur-2 Chantal ,Lemur 2F130,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,521.0,535.0,0.00101,97.5,95.2,10.0,,,2021-01-24,,Spire Global,USA,Cape Canaveral,Falcon 9,2021-006DV,47529.0,
2021-01-24,Dove 4s-41 (0 Flock 4s-41 2427),Dove 4s-41 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,522.0,535.0,0.000942,97.5,95.2,4.0,,,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006ER ,47698.0,
2021-01-24,Dove 4s-4 (0 Flock 4s-4 242B),Dove 4s-4 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,519.0,535.0,0.00116,97.5,95.2,4.0,,,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CG ,47491.0,
2021-01-24,QPS-SAR 2 (Izanami),QPS-SAR 2,NR,Japan,iQPS,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,514.0,534.0,0.00145,97.5,95.1,100.0,,,2021-01-24,,iQPS,Japan,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CA,47485.0,Izanami surveillance of satellites r  LEO.
2021-01-17,PolarCube,PolarCube,NR (5/21),USA,"University of Colorado, Boulder",Government/Civil,Earth Observation,Microwave Radiometer,LEO,NON-POLAR INCLINED,0.0,490.0,511.0,0.00153,60.7,94.62,4.0,,,2021-01-17,,"University of Colorado, Boulder",USA,FANTM-RAiL (Xtenti),LauncherOne,2021-002B,47310.0,Collect Earth surface and atmospheric temperature data using a passive microwave radiometer
2020-12-28,CSO-2 (Optical Space Component-2),CSO-2,France,France,Directorate General of Armaments (DGA),Military,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,480.0,480.0,0.0,97.3,94.0,3565.0,,,2020-12-28,10.0,Centre National D'tudes Spatiales (CNES),France,Guiana Space Center,Soyuz,2020-104A,47305.0,Exactly the same as COS-1
2020-12-27,Yaogan 33 (Remote Sensing Satellite 33),Yaogan 33,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,695.0,697.0,0.000142,98.2,98.7,,,,2020-12-27,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2020-103A,47302.0,Sensing surveillance of satellites r  LEO.
2020-12-22,ET-SMART-RSS (Zhixing-1A),ET-SMART-RSS,China,Ethiopia,Ethiopian Space Science and Technology Institute,Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,503.0,513.0,0.000727,97.4,95.4,9.0,,,2020-12-22,,Beijing Zhixing Space Technology Co. Ltd,China/Ethiopia,Wenchang Space Center,Long March 8,2020-102E,47300.0,Joint development between Ethiopia and Chinese aeronautical firm. Earth observation for African nations.
2020-12-22,Hisea-1 (TY-MINISAR-1),Hisea-1,China,China,Spacety,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,502.0,511.0,0.000654,97.4,94.8,180.0,,,2020-12-22,,Spacety,China,Wenchang Space Center,Long March 8,2020-102B,47297.0,MINISAR surveillance of satellites r  LEO.
2020-12-19,USA 312 (NROL 108),USA 312,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Unknown,,LEO,NON-POLAR INCLINED,0.0,525.0,531.0,0.000435,53.0,95.2,,,,2020-12-19,,National Reconnaissance Office,USA,Cape Canaveral,Falcon 9,2020-101A,47294.0,Unknown mission.
2020-12-19,USA 313 (NROL USA 108),USA 313,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Unknown,,LEO,NON-POLAR INCLINED,0.0,525.0,531.0,0.000435,53.0,95.2,,,,2020-12-19,,National Reconnaissance Office,USA,Cape Canaveral,Falcon 9,2020-101B,47295.0,Unknown mission.
2020-12-15,StriX-_ (StriX-Alpha),StriX-a,Japan,Japan,Synspective,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,489.0,511.0,0.0016,97.4,94.6,150.0,,,2020-12-15,,"University of Tokyo, the Tokyo Institute of Technology, Keio University, Japan Space Systems",Japan,Rocket Lab Launch Complex 1,Electron,2020-098A,47253.0,First of planned 30-satellite radar imaging fleet.
2020-12-11,"Advanced Orion 10 (Mentor, NRO L-44, USA 311)",USA 311,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,GEO,,0.0,35700.0,35800.0,0.00119,0.0,1437.6,5400.0,,,2020-12-11,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2020-095A,47237.0,ELINT.
2020-12-06,Gaofen 14,Gaofen 14,China,China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Optical Stereo Imaging,LEO,SUN-SYNCHRONOUS,0.0,485.0,495.0,0.000729,97.4,94.4,1000.0,,,2020-12-06,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Xichang Satellite Launch Center,Long March 3B,2020-092A,47231.0,"Gather global three-dimensional, stereo imagery."
2020-12-02,FalconEye-2,FalconEye-2,United Arab Emirates,United Arab Emirates,Defense Ministry,Military,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,597.0,599.0,0.000144,97.9,96.7,1180.0,,,2020-12-02,5.0,Airbus Defense and Space/Thales Alenia Space,France/UK/Germany/Spain,Guiana Space Center,Soyuz ST-A,2020-090A,47226.0,Extremely high resolution imagery for UAE.
2020-11-21,Sentinel 6 (Michael Freilich),Sentinel 6,NR (12/20),ESA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,Earth Science,LEO,NON-POLAR INCLINED,0.0,1308.0,1327.0,0.00124,66.06,112.4,1192.0,,,2020-11-21,5.0,Airbus Defense and Space,Germany,Vandenberg AFB,Falcon 9,2020-086A,46984.0,Climate change and particularly sea-level. Same orbit as JASONs.
2020-11-20,BRO-2,BRO-2,France,France,UnseenLabs,Commercial,Earth Observation,Maritime Surveillance,LEO,SUN-SYNCHRONOUS,0.0,492.0,512.0,0.00146,97.4,95.0,8.0, 8 ,,2020-11-20,,Gom Space ApS,Denmark,Rocket Lab Launch Complex 1,Electron,2020-085N,46941.0,
2020-11-20,CORVUS BC5 (Landmapper),CORVUS BC5,USA,USA,Astro Digital,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,495.0,509.0,0.00102,97.3,96.5,10.0,,,2020-11-20,,Astro Digital,USA,Rocket Lab Launch Complex 1,Electron,2020-085C,46931.0,
2020-11-20,BRO-3,BRO-3,France,France,UnseenLabs,Commercial,Earth Observation,Maritime Surveillance,LEO,SUN-SYNCHRONOUS,0.0,393.0,398.0,0.00037,97.5,92.3,8.0, 8 ,,2020-11-20,,Gom Space ApS,Denmark,Rocket Lab Launch Complex 1,Electron,2020-085Q,46943.0,
2020-11-13,"USA 310 (NROL101, USA 310)",USA 310,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Earth Observation,,MEO,NON-POLAR INCLINED,0.0,11032.0,11067.0,0.001,58.5,383.0,,,,2020-11-13,,National Reconnaissance Office,USA,Cape Canaveral,Atlas 5,2020-083A,46918.0,Thought to possibly be a new type of reconaissance satellite. New orbit.
2020-11-07,Lemur-2 Jeremiah (Lemur 2F129),Lemur 2F129,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,565.0,577.0,0.000864,36.9,94.2,10.0,,,2020-11-07,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2020-081G,46911.0,Lemur surveillance of satellites or LEO.
2020-11-07,Lemur-2 Ozarak ,Lemur-2 Ozarak,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,564.0,576.0,0.000865,36.9,96.1,10.0,,,2020-11-07,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2020-081D,46908.0,
2020-11-07,"EOS-1 (Earth Observing Satellite 1, RISAT 2BR2)",EOS-1,India,India,Ministry of Defense,Military,Earth Observation,Radar Imaging,LEO,NON-POLAR INCLINED,0.0,567.0,577.0,0.00072,36.9,580.0,630.0,,,2020-11-07,,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2020-081A,46905.0,Radar imaging.
2020-11-07,KSM-1A (Kleos Scouting Mission 1A),KSM-1A,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,NON-POLAR INCLINED,0.0,564.0,576.0,0.000865,36.9,96.1,,,,2020-11-07,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV,2020-081B,46906.0,"Will detect and geolocate radio frequency transmissions, providing intelligence on maritime activity for governments and commercial customers. The radio frequency monitoring data will be particularly useful for tracking ships that canÕt be monitored using automated identification systems"
2020-11-07,KSM-1B (Kleos Scouting Mission 1B),KSM-1B,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,NON-POLAR INCLINED,0.0,562.0,575.0,0.000937,36.9,96.1,,,,2020-11-07,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV,2020-081C,46907.0,"Will detect and geolocate radio frequency transmissions, providing intelligence on maritime activity for governments and commercial customers. The radio frequency monitoring data will be particularly useful for tracking ships that canÕt be monitored using automated identification systems"
2020-11-07,KSM-1C (Kleos Scouting Mission 1C),KSM-1C,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,NON-POLAR INCLINED,0.0,561.0,575.0,0.00101,36.9,96.1,,,,2020-11-07,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV,2020-081H,46912.0,"Will detect and geolocate radio frequency transmissions, providing intelligence on maritime activity for governments and commercial customers. The radio frequency monitoring data will be particularly useful for tracking ships that canÕt be monitored using automated identification systems"
2020-11-07,KSM-1D (Kleos Scouting Mission 1D),KSM-1D,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,NON-POLAR INCLINED,0.0,562.0,574.0,0.000865,36.9,96.1,,,,2020-11-07,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV,2020-081K,46914.0,"Will detect and geolocate radio frequency transmissions, providing intelligence on maritime activity for governments and commercial customers. The radio frequency monitoring data will be particularly useful for tracking ships that canÕt be monitored using automated identification systems"
2020-11-07,Lemur-2 Jindra (Lemur 2F127),Lemur 2F127,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,564.0,576.0,0.000865,36.9,94.2,10.0,,,2020-11-07,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2020-081E,46909.0,Lemur surveillance of satellites or LEO.
2020-11-07,Lemur-2 Wallace (Lemur 2F128),Lemur 2F128,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,568.0,576.0,0.000576,36.9,96.1,10.0,,,2020-11-07,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2020-081F,46910.0,Lemur surveillance of satellites or LEO.
2020-11-06,uSat-18 (Vera),t-18,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,465.0,473.0,0.000585,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079K,46836.0,
2020-11-06,uSat-9 (Alice),t-9,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,467.0,479.0,0.000877,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079B,46828.0,
2020-11-06,uSat-17 (Mary),t-17,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,465.0,474.0,0.000658,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079J,46835.0,
2020-11-06,uSat-16 (Lise),t-16,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,465.0,473.0,0.000585,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079P,46840.0,
2020-11-06,uSat-15 (Katherine),t-15,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,467.0,476.0,0.000658,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079D,46830.0,
2020-11-06,uSat-14 (Hedy),t-14,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,468.0,478.0,0.000731,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079E,46831.0,
2020-11-06,uSat-13 (Emmy),t-13,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,465.0,475.0,0.000731,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079G,46833.0,
2020-11-06,uSat-12 (Dorothy),t-12,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,467.0,477.0,0.000731,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079A,46827.0,
2020-11-06,uSat-11 (Cora),t-11,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,467.0,478.0,0.000804,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079C,46829.0,
2020-11-06,uSat-10 (Caroline),t-10,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,467.0,477.0,0.000731,97.3,94.0,45.0,,,2020-11-06,,Satellogic,Argentina,Taiyuan Launch Center,Long March 6,2020-079F,46832.0,
2020-11-05,Lemur-2 Djara,Lemur-2 Djara,Luxembourg,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,NON-POLAR INCLINED,0.0,414.0,418.0,0.000295,52.0,92.9,10.0,,,2020-11-05,,Spire Global,USA,International Space Station,Nanorack Deployer,1998-067RW,46926.0,
2020-10-28,Dove 4eÕ-5 (0 Flock 4e'-5 2276),Dove 4eÕ-5 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,506.0,525.0,0.00138,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077E,46817.0,
2020-10-28,Dove 4eÕ-6 (0 Flock 4e'-6 2280),Dove 4eÕ-6 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,507.0,524.0,0.00123,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077K,46822.0,
2020-10-28,Dove 4eÕ-7 (0 Flock 4e'-7 2262),Dove 4e'-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,510.0,527.0,0.00123,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077B,46814.0,
2020-10-28,Dove 4eÕ-8 (0 Flock 4e'-8 2264),Dove 4eÕ-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,511.0,524.0,0.000944,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077D,46816.0,
2020-10-28,Dove 4eÕ-9 (0 Flock 4e'-9 2441),Dove 4eÕ-9 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,510.0,526.0,0.00116,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077C,46815.0,
2020-10-28,Dove 4eÕ-4 (0 Flock 43'-4 227E),Dove 4eÕ-4 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,504.0,522.0,0.00131,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077J,46821.0,
2020-10-28,Dove 4eÕ-3 (0 Flock 4e'-3 2251),Dove 4eÕ-3 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,507.0,523.0,0.00116,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077G,46819.0,
2020-10-28,Dove 4eÕ-2 (0 Flock 4e'-2 2279),Dove 4eÕ-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,505.0,524.0,0.00138,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077H,46820.0,
2020-10-28,Dove 4eÕ-1 (0 Flock 4e'-1 225A),Dove 4e'-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,511.0,527.0,0.00116,97.5,94.2,4.0,,,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077A,46813.0,
2020-10-26,Yaogan 30-20 (Remote Sensing Satellite 30-20),Yaogan 30-20,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,589.0,604.0,0.00108,35.0,96.6,,,,2020-10-26,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2020-076B,46808.0,Sensing surveillance of satellites in LEO.
2020-10-26,Yaogan 30-19 (Remote Sensing Satellite 30-19),Yaogan 30-19,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,589.0,604.0,0.00108,35.0,96.6,,,,2020-10-26,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2020-076A,46807.0,Sensing surveillance of satellites in LEO.
2020-10-26,Yaogan 30-21 (Remote Sensing Satellite 30-21),Yaogan 30-21,China,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,589.0,604.0,0.00108,35.0,96.6,,,,2020-10-26,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2020-076C,46809.0,Sensing surveillance of satellites in LEO.
2020-10-11,Gaofen 13,Gaofen 13,China,China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Optical Imaging,GEO,,118.0,35775.0,35799.0,0.000285,1.98,1436.13,1000.0,,,2020-10-11,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Xichang Satellite Launch Center,Long March 3B,2020-071A,46610.0,Possible replacement for Gaofen 4.
2020-10-03,Dove 4v-22 (0 Flock 4v22 240a),Dove 4v-22,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,514.0,526.0,0.000871,97.5,94.7,4.0,,,2020-10-03,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061BL,46735.0,
2020-10-03,Dove 4v-26 (0 Flock 4v26 2407),Dove 4v-26,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,516.0,526.0,0.000726,97.5,94.2,4.0,,,2020-10-03,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061PQ,46825.0,
2020-10-03,Dove 4v-20 (0 Flock 4v20 2406),Dove 4v-20,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,515.0,528.0,0.000943,97.5,94.7,4.0,,,2020-10-03,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061BJ,46621.0,
2020-10-03,Dove 4v-19 (0 Flock 4v19 2414),Dove 4v-19,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,513.0,523.0,0.000726,97.5,94.7,4.0,,,2020-10-03,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061BH,46609.0,
2020-10-03,Dove 4v-23 (0 Flock 4v23 2401),Dove 4v-23,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,514.0,523.0,0.000653,97.5,94.7,4.0,,,2020-10-03,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061BM,46737.0,
2020-10-03,Dove 4v-24 (0 Flock 4v24 2405),Dove 4v-24,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,516.0,527.0,0.000798,97.5,94.7,4.0,,,2020-10-03,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061BN,46738.0,
2020-10-03,Dove 4v-25 (0 Flock 4v25 240C),Dove 4v-25,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,514.0,523.0,0.000653,97.5,94.7,4.0,,,2020-10-03,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061BP,46812.0,
